genome_id,ceftriaxone,ciprofloxacin,meropenem
562.14436,,,Susceptible
562.144362,,Susceptible,Susceptible
562.144364,Susceptible,,
562.144376,Susceptible,,
562.144386,,Susceptible,
562.144395,,,Susceptible
562.144398,,,Susceptible
562.144414,,,Susceptible
562.144421,Resistant,,
562.144424,,,Susceptible
562.144426,,,Susceptible
562.144436,,Susceptible,
562.144439,,Resistant,
562.144442,,Resistant,
562.144457,Resistant,,
562.14446,,Susceptible,
562.144476,Resistant,,
562.144481,Resistant,,
562.1445,,Resistant,
562.144521,Susceptible,,
562.144523,,,Susceptible
562.144535,,,Susceptible
562.144544,,Susceptible,
562.144545,,,Susceptible
562.144554,Susceptible,,
562.144582,,,Resistant
562.144587,,Susceptible,
562.144592,Susceptible,,
562.144596,,,Susceptible
562.144601,,,Susceptible
562.144602,Susceptible,,
562.144605,,Susceptible,
562.144611,,Resistant,
562.144613,Susceptible,,
562.144618,,,Susceptible
562.144621,,Susceptible,
562.144623,,Resistant,
562.144624,Susceptible,,
562.144627,Susceptible,,
562.144637,,Susceptible,
562.14464,,,Susceptible
562.144645,,Susceptible,
562.144647,,,Susceptible
562.144653,Susceptible,,
562.144658,,Resistant,
562.144659,Susceptible,,
562.144661,,,Susceptible
562.144662,,Susceptible,
562.144672,Susceptible,,
562.144676,,Susceptible,
562.144687,,Susceptible,
562.144705,,Susceptible,
562.144709,,,Susceptible
562.144711,,Susceptible,
562.144736,,Susceptible,
562.144754,Susceptible,,
562.14477,,Susceptible,
562.144772,Susceptible,Susceptible,
562.144777,,Resistant,
562.144785,,,Susceptible
562.144792,,,Susceptible
562.144802,,,Susceptible
562.144825,Susceptible,,
562.144826,,,Susceptible
562.144829,,,Susceptible
562.144832,,,Susceptible
562.144848,,Susceptible,Susceptible
562.144854,,Resistant,
562.144856,,,Susceptible
562.144882,,,Susceptible
562.144885,,Susceptible,
562.144886,,Susceptible,
562.144889,,,Susceptible
562.144891,,,Susceptible
562.144892,Susceptible,,
562.144916,,,Resistant
562.144924,,Resistant,
562.14493,,Resistant,
562.144934,,Resistant,
562.144938,,Resistant,
562.144945,Susceptible,,
562.14495,Susceptible,,
562.144965,Susceptible,,
562.144969,,Susceptible,
562.144975,Susceptible,,
562.144982,Susceptible,,
562.144986,Susceptible,,
562.144989,Susceptible,,
562.144992,,Susceptible,
562.144996,,Susceptible,
562.144999,,Susceptible,
562.145017,,,Susceptible
562.14502,,Susceptible,
562.145023,,Susceptible,
562.145027,Susceptible,,
562.145037,Susceptible,,
562.145042,,,Susceptible
562.145052,Susceptible,,Susceptible
562.145069,,,Susceptible
562.145075,Susceptible,,
562.145076,Susceptible,,
562.145078,,Susceptible,
562.145079,,Susceptible,
562.145081,,,Susceptible
562.145316,Susceptible,,
562.145319,Susceptible,,
562.145325,,,Susceptible
562.145326,Susceptible,,
562.145328,,Susceptible,
562.145335,,,Susceptible
562.14534,,,Susceptible
562.145353,Susceptible,,
562.145358,,Susceptible,
562.14536,,Susceptible,
562.145366,,,Susceptible
562.145375,Susceptible,,
562.145385,,Susceptible,
562.145387,,Susceptible,
562.145391,,Susceptible,
562.145407,Susceptible,,
562.145409,Susceptible,,
562.145414,Resistant,,
562.145426,Resistant,,
562.145427,,Susceptible,
562.145428,Resistant,,
562.145432,,Susceptible,
562.145433,Resistant,,
562.145451,,,Susceptible
562.145455,,Susceptible,
562.145462,,Susceptible,
562.145464,,,Susceptible
562.145473,,,Susceptible
562.145523,Susceptible,,
562.145529,,,Susceptible
562.145544,Susceptible,,
562.145551,,Susceptible,
562.145558,,,Susceptible
562.145572,Susceptible,,
562.14558,Susceptible,,
562.145589,Susceptible,,
562.145599,Susceptible,,
562.145608,Susceptible,,
562.145623,,,Susceptible
562.145627,,,Susceptible
562.145637,Susceptible,,
562.145639,,Susceptible,
562.145652,,,Susceptible
562.145661,,Susceptible,
562.145663,Susceptible,,
562.145665,,,Susceptible
562.145678,,Susceptible,
562.145687,,,Susceptible
562.145713,,Susceptible,
562.14572,,Susceptible,
562.145725,,,Susceptible
562.145739,,Susceptible,
562.145742,Susceptible,,
562.145745,Susceptible,,
562.145753,Susceptible,,
562.145765,,Susceptible,
562.145777,Susceptible,,
562.14578,,Susceptible,
562.145781,Susceptible,,
562.145789,,Susceptible,
562.145802,,,Susceptible
562.145807,,Susceptible,
562.14582,Susceptible,,
562.146179,,,Susceptible
562.146194,,,Susceptible
562.146202,,,Susceptible
562.146204,Susceptible,,
562.146209,,,Susceptible
562.146212,,,Susceptible
562.146216,Susceptible,,
562.146221,,Susceptible,
562.146234,,,Susceptible
562.146239,Susceptible,Susceptible,
562.146244,,,Susceptible
562.146249,Susceptible,,
562.14625,,Susceptible,
562.146254,,,Susceptible
562.146257,,Susceptible,
562.146274,,,Susceptible
562.146285,Susceptible,,
562.146291,,Susceptible,
562.146294,,Susceptible,
562.146321,Susceptible,,
562.146322,,Susceptible,
562.146339,Susceptible,,
562.146343,,,Susceptible
562.146348,,Susceptible,
562.146351,,Susceptible,
562.14636,,Susceptible,
562.146361,Susceptible,Susceptible,
562.146368,,Susceptible,
562.14638,,,Susceptible
562.146386,Susceptible,,
562.146389,,Susceptible,
562.146394,,,Susceptible
562.146396,,,Susceptible
562.146402,,,Susceptible
562.146403,Susceptible,,
562.146405,,,Susceptible
562.146412,,Susceptible,
562.14643,,,Susceptible
562.146444,,,Susceptible
562.146445,,,Susceptible
562.146451,,,Susceptible
562.146454,,,Susceptible
562.14647,Susceptible,,
562.146483,Susceptible,,
562.146488,Susceptible,,
562.146491,,,Susceptible
562.146504,,,Susceptible
562.146514,,,Susceptible
562.14655,,,Susceptible
562.146553,,Susceptible,
562.146554,,,Susceptible
562.146555,,,Susceptible
562.146564,Susceptible,,
562.146574,,,Susceptible
562.146596,,,Susceptible
562.146612,,Susceptible,
562.146624,,,Susceptible
562.146643,,Susceptible,
562.146657,,,Susceptible
562.146672,Susceptible,,
562.146681,,Susceptible,
562.14669,,Susceptible,
562.146698,,Susceptible,
562.1467,,,Susceptible
562.146706,,Susceptible,
562.146709,,,Susceptible
562.146714,Susceptible,,
562.146723,,Susceptible,
562.146732,,Susceptible,
562.146738,Susceptible,,
562.146763,,,Susceptible
562.146768,,Susceptible,
562.146785,,Susceptible,Susceptible
562.146788,,,Susceptible
562.146822,,Susceptible,
562.146828,,Susceptible,
562.146829,,Susceptible,
562.146842,,,Susceptible
562.146844,,,Susceptible
562.146853,,Susceptible,
562.146854,,Susceptible,
562.146856,,,Susceptible
562.14686,,,Susceptible
562.147785,,Resistant,
562.147787,Susceptible,,
562.147794,,,Susceptible
562.147799,Susceptible,,
562.147801,,,Susceptible
562.147833,,Susceptible,
562.147837,,,Resistant
562.147853,,,Susceptible
562.14786,,Susceptible,
562.147867,Resistant,,
562.147868,,,Susceptible
562.147869,,Susceptible,
562.147872,,Resistant,
562.147888,Resistant,,
562.147895,,Susceptible,
562.14791,,,Susceptible
562.147915,,Susceptible,
562.147916,,Susceptible,
562.147917,Resistant,,
562.147919,Resistant,,
562.147921,,,Susceptible
562.147927,,,Susceptible
562.14793,,,Susceptible
562.147933,,,Susceptible
562.147954,Resistant,,
562.147978,,,Susceptible
562.14798,Susceptible,,
562.147985,,Susceptible,
562.14799,,Susceptible,
562.147992,Resistant,,
562.147998,,,Susceptible
562.148006,,Resistant,
562.14802,Resistant,,
562.148032,,Susceptible,
562.148036,,Susceptible,
562.148056,Susceptible,,
562.148057,,,Susceptible
562.148059,,Susceptible,
562.14807,Susceptible,,
562.148095,Resistant,,
562.148097,,,Susceptible
562.148115,Susceptible,,
562.148123,Susceptible,,Susceptible
562.148144,Susceptible,,
562.14815,,Susceptible,
562.148159,,Susceptible,
562.148176,,Susceptible,
562.148179,Susceptible,,
562.14818,,,Susceptible
562.14819,,Susceptible,
562.148195,,Susceptible,
562.148209,,Resistant,
562.14821,Susceptible,,
562.148231,,,Susceptible
562.148252,,,Susceptible
562.148261,Resistant,,
562.148267,,Resistant,
562.148271,,,Susceptible
562.148283,,,Susceptible
562.148288,Susceptible,,
562.148289,,,Susceptible
562.14829,,,Susceptible
562.148293,,,Susceptible
562.148304,,Susceptible,
562.149258,Resistant,,
562.149264,,Susceptible,
562.149271,,Susceptible,
562.149273,Resistant,,
562.149289,,Susceptible,
562.149297,,,Resistant
562.149326,,Resistant,
562.149341,Susceptible,,
562.14936,,Susceptible,
562.149375,Susceptible,,
562.149385,,Susceptible,Susceptible
562.149398,,,Susceptible
562.14941,,,Resistant
562.149415,Susceptible,,
562.149424,,,Susceptible
562.149429,Resistant,,
562.149435,,Susceptible,
562.149437,,,Susceptible
562.14944,,Susceptible,
562.149444,,Susceptible,
562.149754,,Resistant,
562.149772,Resistant,,
562.149778,Susceptible,,
562.149779,,,Resistant
562.149784,,Resistant,
562.149789,,Resistant,
562.149795,,,Susceptible
562.149798,,,Susceptible
562.149812,Resistant,,
562.149828,,Susceptible,
562.149829,Resistant,Resistant,
562.149831,,,Resistant
562.149834,,,Susceptible
562.149864,Resistant,,
562.149875,,Susceptible,
562.149888,Susceptible,Susceptible,
562.149907,,,Susceptible
562.149909,,Resistant,
562.149912,,,Resistant
562.149918,Susceptible,,
562.149922,Susceptible,,
562.149926,Susceptible,,
562.149937,,,Susceptible
562.149939,,,Susceptible
562.14994,,Resistant,
562.14996,Susceptible,,
562.149962,,,Susceptible
562.149973,,Susceptible,
562.14998,Susceptible,,
562.149988,Susceptible,,
562.14999,,,Susceptible
562.15,,,Susceptible
562.15113,,Susceptible,
562.15115,,,Susceptible
562.15129,,Susceptible,
562.15133,,,Susceptible
562.15135,,,Susceptible
562.15137,,,Susceptible
562.15158,,Susceptible,Susceptible
562.15165,,Susceptible,
562.15168,,,Susceptible
562.15175,,Susceptible,
562.15191,Susceptible,Susceptible,
562.152592,,Susceptible,
562.152594,,,Susceptible
562.152605,Susceptible,,
562.152606,,,Susceptible
562.152611,Susceptible,,
562.152633,,,Susceptible
562.15264,,Susceptible,
562.152643,,,Susceptible
562.152652,,,Susceptible
562.152655,,,Susceptible
562.152672,Susceptible,,
562.152674,,Susceptible,
562.152688,Susceptible,,
562.152694,,Susceptible,
562.152718,,Susceptible,
562.152723,Susceptible,,
562.152732,Susceptible,,
562.152748,,Susceptible,
562.152751,Susceptible,,
562.152781,,,Susceptible
562.152793,Susceptible,,
562.152794,Susceptible,,
562.15282,,,Susceptible
562.152835,Susceptible,,
562.152842,Susceptible,,
562.152845,,,Susceptible
562.15285,Susceptible,,
562.152861,Susceptible,,
562.152864,,Susceptible,
562.152875,,Susceptible,
562.152877,Susceptible,,
562.152881,,,Susceptible
562.152894,Susceptible,Susceptible,
562.152897,Susceptible,,
562.152904,,,Susceptible
562.152913,Susceptible,,
562.152928,Susceptible,,
562.152935,,,Susceptible
562.152936,Susceptible,,
562.152938,,Susceptible,
562.152946,,Susceptible,
562.152949,Susceptible,,
562.152961,,,Susceptible
562.152966,,,Susceptible
562.152969,,,Susceptible
562.15304,,Resistant,
562.1547,Resistant,,
562.16225,,,Susceptible
562.16228,,Susceptible,
562.16229,,,Susceptible
562.16236,Susceptible,,
562.1625,Susceptible,,
562.16267,,Susceptible,
562.16268,,Susceptible,
562.16271,,Susceptible,
562.16273,,Susceptible,
562.16285,,,Susceptible
562.16304,,,Susceptible
562.1631,,Susceptible,
562.16326,,,Resistant
562.16329,,Susceptible,
562.16331,Susceptible,,
562.16335,,Susceptible,
562.16339,,,Susceptible
562.16361,Susceptible,Susceptible,
562.16379,,,Susceptible
562.16383,,,Susceptible
562.16392,,,Susceptible
562.16399,Resistant,,
562.16402,Resistant,,
562.16407,Resistant,,
562.1641,,Susceptible,
562.16421,Resistant,,
562.16432,Susceptible,,
562.16436,,Susceptible,
562.16438,Resistant,,
562.16448,,Susceptible,
562.16449,,Susceptible,
562.16462,,,Susceptible
562.16469,,Susceptible,
562.16483,,,Resistant
562.16488,Susceptible,,
562.16494,,Resistant,
562.171138,,,Susceptible
562.17129,Susceptible,,
562.171293,,Susceptible,
562.171295,,,Susceptible
562.171302,,Susceptible,Susceptible
562.171312,Susceptible,,
562.171326,,,Susceptible
562.171329,,,Susceptible
562.171335,,Susceptible,
562.171368,,,Susceptible
562.171388,,,Susceptible
562.172243,Susceptible,,
562.172253,,,Susceptible
562.172258,,Susceptible,
562.172266,,Susceptible,
562.172275,Susceptible,,
562.172277,Susceptible,,Susceptible
562.17229,,Susceptible,
562.1723,,,Susceptible
562.172301,Susceptible,,
562.172308,Susceptible,,
562.17231,,,Susceptible
562.17232,,Susceptible,
562.172323,,,Susceptible
562.172327,,Susceptible,
562.172335,,Susceptible,
562.17234,,Susceptible,
562.172346,Susceptible,,
562.17235,,,Susceptible
562.172356,Susceptible,,
562.172362,,Susceptible,
562.172365,,,Susceptible
562.172374,Susceptible,,
562.172387,Susceptible,,
562.172616,,,Susceptible
562.172621,,Susceptible,
562.172631,Susceptible,Susceptible,
562.172636,,,Susceptible
562.172639,Susceptible,,
562.17264,,Susceptible,
562.17265,,,Susceptible
562.172655,,,Susceptible
562.172658,,,Susceptible
562.172663,,,Susceptible
562.172665,,Susceptible,
562.172669,Susceptible,,
562.172671,Susceptible,,
562.172683,,,Susceptible
562.172696,,Susceptible,
562.172701,,Susceptible,
562.172702,,,Susceptible
562.172705,,Susceptible,
562.17272,,Susceptible,
562.172735,Susceptible,,
562.172738,,,Susceptible
562.172743,,,Susceptible
562.17275,,,Susceptible
562.172758,,,Susceptible
562.172766,,,Susceptible
562.172776,Susceptible,,
562.172793,Susceptible,,
562.172809,Susceptible,,
562.172826,,Susceptible,
562.172837,,,Susceptible
562.172849,,Susceptible,
562.172855,,,Susceptible
562.172857,Susceptible,,
562.17286,,,Susceptible
562.172865,,Susceptible,
562.172866,Susceptible,,
562.172869,,,Susceptible
562.172877,,Susceptible,
562.172885,,Susceptible,
562.172886,Susceptible,,
562.172892,,Susceptible,
562.172898,Susceptible,,
562.172905,Susceptible,,Susceptible
562.17291,,Susceptible,
562.172945,Susceptible,,
562.172973,Susceptible,Susceptible,
562.172974,,Susceptible,
562.172979,,,Susceptible
562.17298,,,Susceptible
562.172986,Susceptible,,
562.172988,Susceptible,,
562.17299,,,Susceptible
562.172993,,Susceptible,
562.172994,,Susceptible,
562.173017,,,Susceptible
562.173023,,,Susceptible
562.173026,Susceptible,,
562.17303,Susceptible,,
562.17304,,,Susceptible
562.173052,,,Susceptible
562.173054,Susceptible,,
562.173087,Susceptible,,
562.17309,,Susceptible,
562.173092,,Susceptible,
562.173101,,Susceptible,
562.173109,,Susceptible,
562.173131,,Susceptible,
562.173143,,,Susceptible
562.173162,,,Susceptible
562.173171,,,Susceptible
562.17318,Susceptible,,
562.17319,Susceptible,,
562.173191,,Susceptible,
562.1732,Resistant,,
562.173224,,,Susceptible
562.173255,Susceptible,,
562.173264,Susceptible,,
562.173266,Susceptible,,
562.17327,Susceptible,,
562.173279,,,Susceptible
562.173284,Susceptible,,
562.173287,Susceptible,,
562.173288,,Susceptible,
562.17329,Susceptible,,
562.173302,,,Susceptible
562.173316,Susceptible,,
562.17332,,Susceptible,
562.173329,,,Susceptible
562.173332,,,Susceptible
562.173337,,,Susceptible
562.173344,,Susceptible,
562.173351,,,Susceptible
562.173355,,Susceptible,
562.173362,Susceptible,,
562.173363,Susceptible,,
562.173365,,,Susceptible
562.173368,Susceptible,,
562.173373,Susceptible,,
562.173379,,,Susceptible
562.17338,,,Resistant
562.173381,Susceptible,,
562.173391,,Susceptible,
562.173393,,Susceptible,
562.173395,,,Susceptible
562.173401,Susceptible,,
562.17341,Resistant,,
562.17344,,,Susceptible
562.173449,,,Susceptible
562.173462,,,Susceptible
562.173467,Susceptible,,
562.173473,Susceptible,,
562.173486,Susceptible,,Susceptible
562.173491,,,Susceptible
562.173504,,Susceptible,
562.173517,,,Susceptible
562.173518,Susceptible,,
562.173524,,Susceptible,
562.173547,Susceptible,,
562.173549,,Susceptible,
562.173551,,,Susceptible
562.173565,Resistant,,
562.17357,Susceptible,,
562.173581,,Susceptible,
562.173583,,,Susceptible
562.173586,,Susceptible,
562.173591,,,Susceptible
562.173611,,,Susceptible
562.173617,,Susceptible,
562.173618,Susceptible,,
562.173622,,,Susceptible
562.173633,Susceptible,,
562.173635,Susceptible,,
562.173665,Susceptible,,
562.173681,,Susceptible,
562.173682,,Susceptible,
562.17369,Susceptible,,
562.173694,,,Susceptible
562.173696,Susceptible,,
562.173699,,,Susceptible
562.173725,,Susceptible,
562.173754,,,Susceptible
562.173769,,Susceptible,
562.173773,,Susceptible,
562.173791,,Susceptible,
562.173795,Susceptible,,
562.17381,Susceptible,,
562.173813,Susceptible,,
562.173814,,,Susceptible
562.173821,,Susceptible,
562.173828,Susceptible,,
562.173829,,,Susceptible
562.17383,Susceptible,,
562.17384,Susceptible,,
562.173847,Susceptible,,
562.173877,,Susceptible,
562.173879,,Susceptible,
562.173888,Susceptible,,
562.173894,,Susceptible,
562.173903,,,Susceptible
562.173908,Susceptible,,
562.173944,Susceptible,,
562.173946,,,Susceptible
562.173966,Susceptible,,
562.173981,,,Susceptible
562.173991,,,Susceptible
562.174,,Resistant,
562.174004,,Susceptible,
562.174012,,Susceptible,
562.17405,,Susceptible,
562.174055,,,Susceptible
562.174058,,,Susceptible
562.17407,,Susceptible,
562.174072,,,Susceptible
562.174073,,Susceptible,
562.174077,Susceptible,,
562.17408,,Resistant,
562.174083,,Susceptible,
562.174088,,Susceptible,
562.174102,,Susceptible,
562.174108,Susceptible,,
562.17412,,,Resistant
562.174123,,Susceptible,
562.174125,,,Susceptible
562.174139,Susceptible,,
562.174143,,Susceptible,
562.174146,,,Susceptible
562.174153,,,Susceptible
562.174173,Susceptible,,
562.17419,,Susceptible,
562.174202,,,Susceptible
562.174203,Susceptible,,
562.174218,Susceptible,,
562.174221,Susceptible,,
562.17423,Susceptible,,
562.174249,,Susceptible,
562.174255,,Susceptible,
562.174256,Susceptible,,
562.174262,,Susceptible,
562.174268,,,Susceptible
562.174271,,Susceptible,
562.174282,,,Susceptible
562.174288,Susceptible,,
562.174289,,Susceptible,
562.17429,Susceptible,,Susceptible
562.174307,Susceptible,,
562.174308,,Susceptible,
562.174314,,,Susceptible
562.174322,,,Susceptible
562.17433,,Susceptible,
562.174331,Resistant,,
562.174335,Susceptible,,
562.17434,Susceptible,,
562.174343,,,Susceptible
562.174344,,Susceptible,
562.174364,,,Susceptible
562.174382,Susceptible,,
562.174398,,Susceptible,
562.174417,,,Susceptible
562.174422,Susceptible,,
562.174429,,Susceptible,
562.17444,Susceptible,,
562.174451,,,Susceptible
562.174469,,,Susceptible
562.174471,,,Susceptible
562.174477,,,Susceptible
562.174487,Susceptible,,
562.174492,,,Susceptible
562.174516,,,Susceptible
562.17452,,,Susceptible
562.174529,,Susceptible,
562.17453,Susceptible,,
562.174533,,Susceptible,
562.174535,,Susceptible,
562.17454,,,Susceptible
562.174545,,,Susceptible
562.174571,Susceptible,,
562.174578,Susceptible,,Susceptible
562.17459,Susceptible,,
562.174595,,Susceptible,
562.174598,Susceptible,Susceptible,
562.1746,Susceptible,,
562.174613,,,Susceptible
562.174614,,Susceptible,
562.174616,Resistant,,
562.174632,,Susceptible,Susceptible
562.174642,Susceptible,,
562.174653,Susceptible,,
562.17466,Susceptible,,
562.174694,Susceptible,,Susceptible
562.174695,,Susceptible,
562.174697,,Susceptible,
562.174704,Susceptible,,
562.174706,,Susceptible,
562.174724,,Susceptible,Susceptible
562.174729,Susceptible,,
562.174733,,,Susceptible
562.17475,Susceptible,,
562.174779,,,Susceptible
562.174814,,Susceptible,
562.17482,,Susceptible,
562.174845,Susceptible,,
562.174876,Susceptible,,
562.174877,,,Susceptible
562.174887,,Susceptible,
562.174897,,,Susceptible
562.174905,,Susceptible,
562.17491,,,Susceptible
562.174924,,,Susceptible
562.174936,,,Susceptible
562.17494,Susceptible,,
562.174944,,Susceptible,
562.174946,Susceptible,,
562.174959,,Susceptible,
562.17496,Susceptible,,
562.174962,,,Susceptible
562.174967,,,Susceptible
562.174968,,,Susceptible
562.174977,,Susceptible,
562.17499,,Susceptible,
562.174992,,Susceptible,
562.174994,,Susceptible,
562.175004,,,Susceptible
562.175005,,Susceptible,
562.175006,Susceptible,,
562.175009,,,Susceptible
562.175011,Susceptible,,
562.175019,,,Susceptible
562.175021,Susceptible,,
562.175029,Susceptible,,
562.175039,,Susceptible,
562.175046,Resistant,,
562.175049,Susceptible,,
562.17505,,,Susceptible
562.175058,,Susceptible,
562.175088,,,Susceptible
562.175091,Susceptible,,
562.175094,Susceptible,,
562.175108,,Susceptible,
562.175134,,,Susceptible
562.175144,,Susceptible,
562.175148,,Susceptible,
562.175149,,,Susceptible
562.175152,,Susceptible,
562.175157,,Susceptible,
562.175186,,,Susceptible
562.175224,,Susceptible,
562.175227,,,Susceptible
562.175228,,,Susceptible
562.175248,Susceptible,Susceptible,
562.17525,Susceptible,,
562.175252,,Susceptible,
562.175274,,,Susceptible
562.175282,,Susceptible,
562.175283,,Susceptible,
562.175292,,Susceptible,
562.175309,,,Susceptible
562.175317,,,Susceptible
562.175319,,Susceptible,
562.175327,Susceptible,,
562.17533,,Susceptible,
562.175343,Susceptible,,
562.175347,,,Susceptible
562.175366,,,Susceptible
562.1754,,,Susceptible
562.175409,Susceptible,,
562.175414,Susceptible,,
562.175417,,Susceptible,
562.175424,,,Susceptible
562.175464,Susceptible,,
562.175478,,,Susceptible
562.17549,,Susceptible,
562.175492,,Susceptible,
562.175496,Susceptible,,Susceptible
562.1755,,,Susceptible
562.17551,,,Susceptible
562.175527,Susceptible,,
562.175543,,Susceptible,Susceptible
562.175548,,,Susceptible
562.175558,Susceptible,,
562.17556,,Susceptible,
562.175562,Susceptible,,
562.175569,Susceptible,,
562.175572,,Susceptible,
562.17558,,,Susceptible
562.17559,Susceptible,,
562.175591,Susceptible,,
562.17561,,,Susceptible
562.175614,,,Susceptible
562.175621,,,Susceptible
562.175629,,Susceptible,
562.175633,Susceptible,,
562.175643,,,Susceptible
562.175644,,,Susceptible
562.175648,,,Susceptible
562.17565,,,Susceptible
562.175657,,Susceptible,
562.175659,,,Susceptible
562.175661,,,Susceptible
562.175674,,Susceptible,
562.175678,,,Susceptible
562.17568,,,Susceptible
562.175683,Susceptible,,
562.175687,Susceptible,,
562.175696,,Susceptible,Susceptible
562.175702,,Susceptible,
562.175725,,,Susceptible
562.175727,,Susceptible,
562.175728,,Susceptible,
562.17573,,,Susceptible
562.175752,Susceptible,,
562.175766,,Susceptible,
562.17577,,,Susceptible
562.175775,Susceptible,,
562.175794,,Susceptible,
562.175803,,Susceptible,
562.175816,Susceptible,,
562.175823,Susceptible,Susceptible,
562.175827,,Susceptible,
562.175836,,Susceptible,
562.175841,,Susceptible,
562.175845,,,Susceptible
562.175848,,,Susceptible
562.175851,,,Susceptible
562.175859,,Susceptible,
562.175867,Susceptible,,
562.17587,,,Susceptible
562.175871,Susceptible,,
562.175892,Susceptible,,
562.175901,Susceptible,,
562.175909,,Susceptible,
562.175912,,Susceptible,
562.175915,,,Susceptible
562.175929,,Susceptible,
562.175945,Susceptible,,
562.175946,Susceptible,,
562.17595,,,Susceptible
562.175951,Susceptible,,
562.17597,,Susceptible,
562.175976,,Susceptible,
562.17599,,,Susceptible
562.176002,Susceptible,,
562.176021,Susceptible,,
562.176022,Susceptible,,
562.176042,,Susceptible,
562.176047,,Susceptible,
562.176052,,Susceptible,
562.176059,,,Susceptible
562.176068,,,Susceptible
562.176077,Susceptible,,
562.17609,,Susceptible,
562.176102,Susceptible,,
562.176108,,Susceptible,
562.176114,Susceptible,,
562.17612,,Susceptible,
562.176123,,Susceptible,
562.176131,,Susceptible,
562.176139,,,Susceptible
562.176144,,,Susceptible
562.176145,Susceptible,,
562.176163,,,Susceptible
562.176172,,,Susceptible
562.176174,,Susceptible,
562.176175,,,Susceptible
562.17618,Susceptible,Susceptible,
562.176191,Susceptible,,Susceptible
562.176195,Susceptible,,
562.1762,,,Susceptible
562.176209,Susceptible,,
562.176214,,,Susceptible
562.176232,,Susceptible,
562.176233,Susceptible,,
562.176256,Susceptible,Susceptible,
562.176259,,Susceptible,
562.176261,,Susceptible,
562.176273,Susceptible,,
562.176278,,Susceptible,
562.176298,,Susceptible,
562.176315,Resistant,,
562.176324,,,Susceptible
562.176374,,,Susceptible
562.176377,Susceptible,,Susceptible
562.176388,,,Susceptible
562.176391,,Susceptible,
562.176395,Susceptible,,
562.176401,,Susceptible,
562.176406,Susceptible,Susceptible,
562.17641,,Susceptible,
562.176419,,Susceptible,
562.176429,,,Susceptible
562.176431,,Susceptible,
562.176434,,Susceptible,
562.17644,Susceptible,,
562.17645,,Susceptible,
562.176465,,,Susceptible
562.176489,,Susceptible,
562.176493,,,Susceptible
562.176511,Susceptible,,
562.176526,,Susceptible,
562.176527,,Susceptible,
562.176528,,,Susceptible
562.17653,,Susceptible,
562.176531,,Susceptible,
562.176538,,,Susceptible
562.17656,,,Susceptible
562.176575,,Susceptible,
562.17659,,,Susceptible
562.176593,Susceptible,,
562.176602,,Susceptible,
562.176607,,,Susceptible
562.176612,,,Susceptible
562.176614,,,Susceptible
562.176619,,Susceptible,
562.17662,,,Susceptible
562.176622,,Susceptible,
562.176626,,,Susceptible
562.176638,,,Susceptible
562.176649,Susceptible,,
562.17665,Susceptible,Susceptible,
562.176652,,Susceptible,
562.176655,,Susceptible,
562.176661,,Susceptible,
562.176664,Susceptible,,
562.176666,,,Susceptible
562.17667,,,Susceptible
562.176683,,Susceptible,
562.176685,Susceptible,,
562.176689,,Susceptible,
562.176694,,,Susceptible
562.176705,,Susceptible,
562.17671,,Susceptible,
562.176716,Susceptible,,
562.176734,Susceptible,,
562.17674,,,Susceptible
562.176746,,,Susceptible
562.176773,,,Susceptible
562.17678,,,Susceptible
562.176793,,,Susceptible
562.176807,,,Susceptible
562.176824,Susceptible,,
562.176841,,Susceptible,
562.176854,,,Susceptible
562.176869,,Susceptible,
562.176877,Susceptible,,
562.176878,,,Susceptible
562.176882,,Susceptible,
562.176885,,,Susceptible
562.176886,,,Susceptible
562.17689,,,Susceptible
562.176892,,,Susceptible
562.176902,,Susceptible,
562.176924,Susceptible,,
562.176948,Resistant,,
562.176949,,Susceptible,
562.17696,,Susceptible,
562.176982,Susceptible,,Susceptible
562.176983,,Susceptible,
562.176992,,Susceptible,
562.176994,,Susceptible,
562.176995,,,Susceptible
562.177002,Susceptible,,
562.177006,,,Susceptible
562.177007,,,Susceptible
562.177011,,Susceptible,
562.17702,,Susceptible,
562.177021,,Susceptible,
562.177024,,,Susceptible
562.177056,,Susceptible,
562.177066,,,Susceptible
562.177067,,,Susceptible
562.177092,,Susceptible,
562.177093,Susceptible,,
562.177097,Susceptible,,
562.1771,,Susceptible,
562.177102,,,Susceptible
562.177111,,Susceptible,Susceptible
562.177125,,Susceptible,
562.177126,,,Susceptible
562.177146,Susceptible,Susceptible,
562.17715,Resistant,Susceptible,
562.177158,Susceptible,,
562.177165,,Susceptible,
562.177167,,Susceptible,
562.17718,Susceptible,,Susceptible
562.177187,,Susceptible,
562.17719,Susceptible,,
562.177193,,Susceptible,
562.177199,,,Susceptible
562.177211,Susceptible,,
562.177216,Susceptible,,
562.177217,Susceptible,,
562.17722,Susceptible,,
562.177234,,Susceptible,
562.177251,,,Susceptible
562.177266,Susceptible,,
562.177268,,Susceptible,
562.177274,Susceptible,,
562.177276,,Susceptible,
562.177277,Susceptible,,
562.177306,,,Susceptible
562.177315,,,Susceptible
562.177321,Susceptible,,
562.177324,,Susceptible,
562.177342,,Susceptible,
562.17735,,Susceptible,
562.17736,,Susceptible,
562.177367,,,Susceptible
562.177373,Susceptible,,
562.17738,,,Susceptible
562.177382,,,Susceptible
562.177393,,Susceptible,
