genome_id,ceftriaxone,ciprofloxacin,meropenem
562.27963,,,Susceptible
562.2797,,Susceptible,
562.27977,Susceptible,,
562.27979,Susceptible,,
562.27992,,,Susceptible
562.27996,,,Susceptible
562.28003,,Susceptible,
562.28017,Susceptible,,
562.28022,Susceptible,,
562.2803,,,Susceptible
562.28058,,,Susceptible
562.2806,Susceptible,,
562.28084,,,Susceptible
562.28085,,,Susceptible
562.28108,,Susceptible,
562.28121,Susceptible,,
562.28125,Susceptible,,
562.28146,,Susceptible,
562.28149,,,Susceptible
562.28158,Susceptible,,
562.28159,,,Resistant
562.2817,,,Resistant
562.28175,,Susceptible,
562.28201,,,Susceptible
562.28209,Susceptible,,
562.28212,,,Susceptible
562.28215,Susceptible,,
562.28228,,,Susceptible
562.28242,Susceptible,,
562.28246,Resistant,,
562.28248,,Susceptible,
562.28258,,,Susceptible
562.2826,,Resistant,
562.28277,,,Resistant
562.28284,,Susceptible,
562.28297,Resistant,,
562.28307,,Susceptible,
562.28345,Resistant,,
562.28346,Resistant,,
562.28352,Susceptible,,
562.28354,,,Susceptible
562.28358,Resistant,,
562.28363,,Susceptible,
562.28365,,,Susceptible
562.28368,Resistant,,
562.2838,,Susceptible,
562.28381,Susceptible,,
562.28388,Resistant,,
562.28392,Susceptible,,
562.28394,,,Susceptible
562.28403,,,Susceptible
562.2841,,Susceptible,
562.28459,,Susceptible,
562.2847,,Susceptible,
562.28485,,,Susceptible
562.28501,Susceptible,,
562.28506,,Susceptible,
562.28535,,,Susceptible
562.28536,,,Susceptible
562.28552,Susceptible,,
562.28555,Susceptible,,
562.28558,,,Susceptible
562.28561,,,Susceptible
562.28567,Resistant,,
562.28581,,Resistant,
562.28587,Resistant,,
562.28592,,,Resistant
562.28593,,,Susceptible
562.28597,,,Resistant
562.28609,,,Susceptible
562.28615,Susceptible,,
562.28629,Susceptible,,
562.28631,,Resistant,
562.28635,,Resistant,
562.28642,Resistant,,
562.2865,,Resistant,
562.28655,,Resistant,
562.28665,,Resistant,
562.28666,Susceptible,,
562.28667,,Resistant,
562.28673,,,Susceptible
562.28696,Susceptible,,
562.28697,Susceptible,,
562.2871,,,Susceptible
562.28824,Susceptible,,
562.28841,Susceptible,Susceptible,
562.28842,,,Susceptible
562.28931,,Susceptible,
562.28934,Susceptible,,
562.28944,,Susceptible,
562.28963,,,Susceptible
562.28979,,,Susceptible
562.28981,Resistant,,
562.28991,Resistant,,
562.28994,,,Susceptible
562.29002,,,Susceptible
562.29005,,,Susceptible
562.29017,Susceptible,,
562.29023,,,Susceptible
562.29026,,Resistant,
562.29027,,,Susceptible
562.29034,,Susceptible,
562.29037,,,Susceptible
562.29044,,,Susceptible
562.29056,,,Susceptible
562.29065,Susceptible,,
562.29066,,Susceptible,Susceptible
562.29089,,,Susceptible
562.29098,,Susceptible,
562.29115,Susceptible,,
562.29127,,Susceptible,
562.29133,,Susceptible,
562.2915,Susceptible,,
562.29152,,Susceptible,
562.29158,Susceptible,,
562.29164,Resistant,,
562.29167,,Susceptible,
562.29175,,,Susceptible
562.29179,,,Susceptible
562.30148,Susceptible,,
562.30151,Susceptible,,
562.30159,,,Susceptible
562.30163,Susceptible,,
562.30182,,,Susceptible
562.30203,,,Susceptible
562.30217,,,Susceptible
562.30241,Susceptible,,Susceptible
562.30242,Susceptible,,
562.30243,,Susceptible,
562.30245,Susceptible,,
562.30255,,Susceptible,
562.30256,,,Susceptible
562.30259,,,Susceptible
562.30268,,,Susceptible
562.30282,,Susceptible,
562.30285,Susceptible,,
562.30288,,Susceptible,Susceptible
562.30291,,Susceptible,
562.30292,,,Susceptible
562.30319,,,Susceptible
562.30327,,Susceptible,
562.30333,,,Susceptible
562.30348,Resistant,Resistant,
562.30358,Susceptible,Susceptible,
562.30369,,,Susceptible
562.30373,,Resistant,
562.30385,,,Susceptible
562.30395,Susceptible,,
562.30396,,Susceptible,
562.30416,Susceptible,,
562.30424,Susceptible,,
562.30436,,Susceptible,
562.30439,,Susceptible,
562.30451,Susceptible,,
562.30471,,Resistant,Susceptible
562.30474,,,Susceptible
562.30486,,,Susceptible
562.30487,,Resistant,
562.30497,,,Susceptible
562.30498,,,Susceptible
562.30512,,,Susceptible
562.30517,,,Susceptible
562.30528,,Resistant,
562.30531,,,Susceptible
562.30537,Resistant,,
562.30541,,,Susceptible
562.30549,Resistant,,
562.30556,,,Susceptible
562.30559,,,Susceptible
562.30571,Resistant,,
562.30582,Resistant,,
562.30584,Susceptible,,
562.30586,,Susceptible,
562.3059,,,Susceptible
562.30598,,,Susceptible
562.30612,,Susceptible,
562.30621,,,Susceptible
562.30622,,,Susceptible
562.30637,,,Susceptible
562.30645,,,Susceptible
562.30646,,Resistant,
562.30648,,,Susceptible
562.3065,Susceptible,,
562.30656,Susceptible,,
562.30657,,Susceptible,
562.30664,,Susceptible,
562.30674,,Resistant,
562.30683,,Susceptible,
562.30698,,Susceptible,
562.30706,Resistant,,Susceptible
562.3071,,Susceptible,
562.30711,,Susceptible,
562.30712,,Susceptible,
562.30713,Resistant,,
562.30714,,Susceptible,
562.3072,,,Susceptible
562.30735,Resistant,,
562.30744,Susceptible,Resistant,
562.3075,Susceptible,,
562.30752,,,Susceptible
562.30758,,,Susceptible
562.30769,Susceptible,,
562.3077,,,Susceptible
562.30774,Resistant,,
562.3078,,Resistant,
562.3083,Susceptible,,
562.30844,Resistant,,
562.30854,Susceptible,,
562.30859,,,Susceptible
562.30864,Susceptible,,
562.30875,Resistant,,
562.30902,,Resistant,
562.30904,,Resistant,
562.30907,,Resistant,
562.30918,,Resistant,
562.30929,,Resistant,
562.30945,,,Susceptible
562.30963,,,Susceptible
562.30994,Resistant,,
562.31004,Susceptible,,
562.31045,Susceptible,,
562.31047,,Susceptible,
562.31049,,Susceptible,
562.31052,Susceptible,,
562.31053,,Susceptible,
562.31054,,,Susceptible
562.31058,,,Susceptible
562.3106,Susceptible,,
562.31064,,Susceptible,
562.31072,,Susceptible,
562.31076,,,Susceptible
562.31081,,Susceptible,
562.31086,,,Susceptible
562.31095,,Susceptible,
562.31104,Susceptible,,
562.31105,Susceptible,,
562.31107,,Susceptible,
562.31112,,,Susceptible
562.31115,Susceptible,,
562.31124,Susceptible,,
562.31126,,,Susceptible
562.31129,,,Susceptible
562.31133,Susceptible,,
562.31135,,Susceptible,
562.31138,,Susceptible,
562.31155,Susceptible,,
562.31166,,,Susceptible
562.31176,Susceptible,,
562.3119,,,Susceptible
562.31194,,,Susceptible
562.31212,,,Susceptible
562.31219,,,Susceptible
562.31222,,,Susceptible
562.3125,Susceptible,Resistant,
562.31256,Resistant,,
562.31267,,,Susceptible
562.3128,,,Susceptible
562.31283,,,Susceptible
562.31292,,Resistant,
562.31303,,Susceptible,
562.31313,,,Susceptible
562.31319,,Resistant,
562.31323,Resistant,,
562.31332,,,Susceptible
562.31358,,Susceptible,
562.31359,,Resistant,
562.31374,,Susceptible,
562.31375,Susceptible,,
562.31376,,Susceptible,
562.31393,Resistant,,
562.31404,,Susceptible,
562.31406,,,Susceptible
562.31421,,,Susceptible
562.31432,,Resistant,
562.31437,,Susceptible,
562.31442,,Resistant,
562.31451,,,Resistant
562.3146,,Resistant,
562.33105,Susceptible,,
562.33108,,Susceptible,Susceptible
562.33125,Resistant,Resistant,
562.33129,Resistant,,
562.33135,Susceptible,,
562.33141,Susceptible,,
562.33146,,,Susceptible
562.33152,,Resistant,
562.33168,Susceptible,,
562.33177,,Susceptible,
562.3319,,Susceptible,
562.33202,,,Susceptible
562.33203,Susceptible,,
562.33214,Resistant,,
562.33223,,,Susceptible
562.33241,,,Susceptible
562.33244,,,Susceptible
562.33246,,Susceptible,
562.33253,,,Susceptible
562.33258,,Susceptible,
562.33274,Resistant,,
562.33281,,,Susceptible
562.33304,,,Susceptible
562.33311,,Susceptible,
562.33322,,,Susceptible
562.33348,,,Susceptible
562.33353,,Susceptible,
562.33355,Susceptible,,
562.33362,Susceptible,,
562.33369,Susceptible,,
562.3337,Susceptible,,
562.33378,,,Susceptible
562.33379,,,Resistant
562.33385,Susceptible,,
562.33396,,Susceptible,
562.33399,,,Susceptible
562.334,Susceptible,Susceptible,
562.33404,,Susceptible,
562.33407,Susceptible,,
562.3341,,,Susceptible
562.33417,Susceptible,Susceptible,
562.33419,,,Susceptible
562.33422,,Susceptible,
562.33427,Susceptible,,
562.33443,Susceptible,,
562.33498,,Susceptible,
562.33503,Susceptible,,
562.33522,Susceptible,,
562.33527,,,Susceptible
562.33549,,Susceptible,
562.33562,,Susceptible,
562.33577,,Susceptible,
562.33582,,,Susceptible
562.33583,,,Susceptible
562.33594,,Susceptible,
562.33595,,,Susceptible
562.336,Susceptible,,
562.3361,,Susceptible,
562.33612,,,Susceptible
562.33621,,Susceptible,
562.33641,Susceptible,Susceptible,
562.33643,,,Susceptible
562.33659,Susceptible,,
562.33661,,Susceptible,
562.33663,,,Susceptible
562.33665,Susceptible,,
562.3367,,Susceptible,
562.33673,,Susceptible,
562.33702,,Susceptible,
562.3371,,Susceptible,
562.33715,,,Susceptible
562.33727,,Susceptible,
562.3373,Susceptible,,
562.33735,,Resistant,
562.33741,Resistant,,
562.33749,Resistant,,
562.33756,,,Resistant
562.3376,,Susceptible,
562.33768,Susceptible,,
562.33777,,,Susceptible
562.33779,,Resistant,
562.33791,Susceptible,,
562.33949,,Resistant,
562.33955,Resistant,,
562.33959,,Resistant,Susceptible
562.33963,Resistant,,
562.33969,Resistant,,
562.34003,Resistant,,
562.34004,,Susceptible,
562.34005,,Susceptible,
562.34045,,,Susceptible
562.34077,Susceptible,,
562.34078,Susceptible,,
562.34082,,Susceptible,
562.34086,,Susceptible,
562.34103,,Susceptible,
562.34109,,,Susceptible
562.34117,,Susceptible,
562.3413,Susceptible,,
562.34131,,Susceptible,
562.34142,Resistant,,
562.34143,,,Susceptible
562.34146,,,Susceptible
562.34154,,,Susceptible
562.34157,Susceptible,,
562.34167,Susceptible,,
562.34171,,Susceptible,
562.34175,Susceptible,,
562.34195,,Susceptible,
562.34201,Susceptible,,
562.34202,Susceptible,,
562.34205,,Susceptible,
562.34212,,,Susceptible
562.34233,,Susceptible,
562.34254,,Susceptible,
562.34257,,,Susceptible
562.34261,,,Susceptible
562.34266,,Susceptible,
562.34274,,,Susceptible
562.34277,,,Susceptible
562.34301,,Susceptible,
562.34304,,Susceptible,Susceptible
562.3431,,Susceptible,
562.34318,Susceptible,,
562.34321,,,Susceptible
562.34322,Susceptible,,
562.34325,,Susceptible,Susceptible
562.34326,,,Susceptible
562.34329,,,Susceptible
562.34332,,Susceptible,
562.34336,,,Susceptible
562.34339,Susceptible,,
562.34345,Susceptible,,
562.34348,,,Resistant
562.34355,Susceptible,,
562.3437,Susceptible,,
562.34375,,Susceptible,
562.34377,,,Susceptible
562.3439,Susceptible,,
562.34397,Susceptible,,
562.34399,,Susceptible,
562.34415,,,Susceptible
562.34417,,,Susceptible
562.34424,,Susceptible,
562.34433,,,Susceptible
562.3444,,,Susceptible
562.34442,Susceptible,,
562.34457,Susceptible,,
562.3447,,,Susceptible
562.34473,Susceptible,,
562.34475,,,Susceptible
562.34491,,Susceptible,
562.34509,,Susceptible,
562.34511,,Susceptible,
562.34513,,Susceptible,
562.34515,Resistant,,
562.34559,,,Susceptible
562.36124,,,Susceptible
562.36128,Susceptible,,
562.36151,Susceptible,,Susceptible
562.36154,Susceptible,,
562.36156,,Susceptible,
562.36157,,Susceptible,
562.36163,,Resistant,
562.36166,,Resistant,
562.36193,,Susceptible,
562.36196,Susceptible,,
562.36198,Susceptible,,
562.36199,,,Susceptible
562.3622,,,Susceptible
562.36234,,,Susceptible
562.36236,,Resistant,
562.36249,,Susceptible,
562.36259,Susceptible,,
562.36267,,Susceptible,
562.36274,Susceptible,,
562.36281,Susceptible,,
562.36287,,Susceptible,
562.36307,Resistant,,
562.36312,,Resistant,
562.3632,,,Susceptible
562.36337,,Resistant,
562.36349,,,Susceptible
562.36354,,,Susceptible
562.36359,,,Susceptible
562.36373,,,Susceptible
562.36376,,Susceptible,
562.36398,,Susceptible,
562.36402,Susceptible,,
562.36403,,,Susceptible
562.36412,Susceptible,,
562.36433,,Susceptible,
562.36435,Susceptible,,
562.36443,Susceptible,,
562.36463,,,Susceptible
562.36468,,Susceptible,
562.36496,Susceptible,,
562.365,Susceptible,,
562.36511,,,Susceptible
562.36546,Susceptible,,
562.36549,,Susceptible,
562.36555,,,Susceptible
562.36557,,Susceptible,
562.36566,Susceptible,,
562.36574,,Susceptible,
562.36578,Susceptible,,
562.36586,,Susceptible,
562.36588,,,Susceptible
562.36589,Susceptible,,
562.36613,Susceptible,,
562.36621,,Susceptible,
562.36624,,Susceptible,
562.36629,Susceptible,,
562.3664,,,Susceptible
562.3665,,,Susceptible
562.36657,Resistant,,
562.36658,Susceptible,,
562.36678,Susceptible,,
562.36684,,Susceptible,
562.36687,Susceptible,,
562.367,,,Susceptible
562.36712,,Susceptible,
562.36719,,,Susceptible
562.36729,Susceptible,,
562.36735,,,Susceptible
562.36737,,Susceptible,
562.36739,Susceptible,,
562.36745,Susceptible,,
562.36756,Susceptible,,
562.36787,,Susceptible,
562.36797,,,Susceptible
562.36816,,,Susceptible
562.36819,,,Susceptible
562.36824,,Susceptible,
562.36829,Susceptible,,
562.36832,,Susceptible,
562.36848,,Susceptible,
562.36853,Susceptible,,Susceptible
562.36859,,Susceptible,
562.36861,,,Susceptible
562.36862,,Susceptible,
562.36875,,Susceptible,
562.36876,,Susceptible,
562.36877,Susceptible,,
562.36881,Susceptible,,
562.36912,Susceptible,,
562.36927,,Susceptible,
562.36929,,Susceptible,
562.36931,,Susceptible,
562.36935,,,Susceptible
562.36944,Susceptible,,
562.36945,,,Susceptible
562.36951,,,Susceptible
562.36961,,,Susceptible
562.36968,,,Susceptible
562.36994,,Susceptible,
562.37015,Susceptible,,
562.3702,,,Susceptible
562.37024,,Susceptible,
562.37038,,Susceptible,
562.37042,,Susceptible,
562.37045,,,Susceptible
562.37055,Susceptible,,
562.37073,,,Susceptible
562.37092,,,Resistant
562.37111,,,Susceptible
562.37112,,Resistant,
562.37116,Resistant,,
562.37122,,,Resistant
562.37129,,,Susceptible
562.37137,Resistant,,
562.37139,,Resistant,
562.37148,,,Resistant
562.37156,,,Resistant
562.37158,,Resistant,
562.37163,,,Susceptible
562.37164,,,Susceptible
562.38566,,,Susceptible
562.38569,Resistant,,Susceptible
562.38575,,,Susceptible
562.38587,,,Susceptible
562.3859,,,Susceptible
562.38596,,,Susceptible
562.38607,Resistant,,
562.38639,Resistant,,
562.3865,,Resistant,Susceptible
562.38656,,Susceptible,
562.38671,Susceptible,,
562.3868,,Susceptible,Susceptible
562.38683,,Susceptible,
562.38686,,,Susceptible
562.38694,Susceptible,,
562.38695,,,Susceptible
562.38702,,,Susceptible
562.38706,,Susceptible,
562.38719,Susceptible,,
562.38725,,Susceptible,
562.38726,,,Susceptible
562.38736,,Susceptible,
562.38739,,,Susceptible
562.38743,Susceptible,,
562.3875,,,Susceptible
562.38763,Susceptible,,
562.38764,,,Susceptible
562.38771,Susceptible,,
562.3879,,,Susceptible
562.38796,,Susceptible,
562.38799,,Resistant,
562.38817,Susceptible,,
562.38825,Susceptible,,
562.38844,,,Susceptible
562.38852,,,Susceptible
562.38853,,,Susceptible
562.38856,,Susceptible,
562.38865,,,Susceptible
562.38869,,Susceptible,
562.38874,,Susceptible,
562.38876,Susceptible,,
562.38883,,,Susceptible
562.38884,Susceptible,,
562.389,Susceptible,,
562.38905,Susceptible,,
562.38928,,Susceptible,
562.38958,,Susceptible,
562.38979,Susceptible,,
562.38983,Susceptible,,
562.38991,,,Susceptible
562.3901,,,Susceptible
562.39014,,Susceptible,
562.39015,,,Susceptible
562.3902,,Susceptible,
562.39026,,,Susceptible
562.3903,,Susceptible,
562.39039,,,Susceptible
562.39046,,,Susceptible
562.39057,,Susceptible,
562.39058,Susceptible,,
562.39069,Susceptible,,Susceptible
562.39071,Susceptible,,
562.39077,Susceptible,,
562.39081,,Susceptible,
562.39086,,Susceptible,
562.39113,,Susceptible,
562.39145,,,Susceptible
562.39147,,,Susceptible
562.39183,,Susceptible,
562.39185,,,Susceptible
562.39192,,Susceptible,
562.39213,,Susceptible,
562.39216,,,Susceptible
562.3922,Susceptible,,
562.39226,,Susceptible,
562.39246,,Susceptible,
562.39249,Susceptible,,
562.39258,,Susceptible,
562.39266,Susceptible,,
562.39292,,,Susceptible
562.39296,,Susceptible,
562.39299,Susceptible,,
562.39302,,,Susceptible
562.39309,,,Susceptible
562.39318,,Susceptible,
562.3934,Susceptible,,Susceptible
562.39344,Susceptible,,
562.39346,,,Susceptible
562.3935,,Susceptible,
562.39352,,,Susceptible
562.39354,,Susceptible,
562.39359,,,Susceptible
562.39387,,Susceptible,
562.39388,Susceptible,,
562.39389,Susceptible,,Susceptible
562.39393,,,Susceptible
562.39401,,,Susceptible
562.39409,,,Resistant
562.39422,,Susceptible,
562.39442,,Susceptible,
562.39452,Resistant,,
562.39476,,,Susceptible
562.39481,,,Susceptible
562.39487,Resistant,,
562.39507,,Susceptible,
562.39514,Susceptible,,
562.39538,,Susceptible,
562.39541,,Susceptible,
562.41969,,,Susceptible
562.41984,Resistant,,
562.41997,,Resistant,
562.42004,,,Resistant
562.42005,,Susceptible,
562.42013,Resistant,,
562.42021,,Resistant,
562.42029,Resistant,,
562.42033,,,Susceptible
562.42041,Resistant,,
562.42057,Resistant,,
562.42078,,Resistant,
562.42085,,Susceptible,
562.42092,,,Susceptible
562.42094,Resistant,,
562.42097,,,Susceptible
562.421,,Resistant,Susceptible
562.42108,Resistant,,
562.42112,Resistant,,Resistant
562.42118,,,Susceptible
562.42121,Resistant,,
562.42139,,Susceptible,
562.42157,Resistant,,
562.42166,,Susceptible,
562.42168,Resistant,,
562.42172,,,Susceptible
562.4218,,Resistant,
562.42187,Susceptible,,
562.42196,,Resistant,
562.4265,Resistant,,
562.42652,,,Susceptible
562.42657,,,Susceptible
562.42661,,Resistant,
562.42664,Resistant,,Susceptible
562.42665,,,Resistant
562.42667,,Resistant,
562.42676,Susceptible,,
562.4268,Resistant,,
562.42688,,Susceptible,Susceptible
562.42694,Resistant,,
562.42702,,,Susceptible
562.42712,,Resistant,
562.42719,,,Susceptible
562.42735,,,Susceptible
562.4275,,,Susceptible
562.42754,,Susceptible,
562.42755,Resistant,,
562.4277,Resistant,,
562.42771,,Resistant,Susceptible
562.42772,,,Susceptible
562.42773,Resistant,,Susceptible
562.42787,,,Susceptible
562.42794,,Resistant,
562.4281,Resistant,Resistant,
562.42811,,,Susceptible
562.42814,Resistant,,
562.42816,Resistant,,
562.4282,,,Resistant
562.42826,,,Intermediate
562.4283,Resistant,,Susceptible
562.42832,,Resistant,
562.42837,,Resistant,
562.42839,,Resistant,
562.42842,Resistant,,
562.42853,Resistant,,
562.42855,,Resistant,
562.42864,,Resistant,
562.42867,,Resistant,
562.45283,,Susceptible,
562.45284,,Susceptible,
562.45285,,Susceptible,
562.45292,,Susceptible,
562.45303,,,Susceptible
562.45314,,Susceptible,
562.45319,Susceptible,,
562.45322,,Susceptible,
562.45324,,Susceptible,
562.45331,,Resistant,
562.45333,,Resistant,
562.45339,Resistant,,
562.45344,,Susceptible,
562.45346,,,Susceptible
562.45358,Susceptible,,
562.45363,Susceptible,,
562.45367,Susceptible,,
562.45377,,Resistant,
562.45378,,Resistant,Susceptible
562.45379,Resistant,,
562.45396,,,Susceptible
562.45404,,Resistant,
562.45407,,,Susceptible
562.45408,,Resistant,
562.45421,,,Resistant
562.45422,Resistant,Resistant,
562.45423,,Resistant,
562.45435,,Resistant,
562.45438,,Resistant,
562.45441,,Susceptible,
562.45443,,Susceptible,
562.45448,,Susceptible,
562.45449,Susceptible,,
562.45456,,Susceptible,Susceptible
562.45458,,Resistant,
562.45471,Susceptible,,
562.45475,,,Susceptible
562.45479,Susceptible,,
562.45492,Susceptible,,
562.45494,,Susceptible,
562.45508,,Susceptible,
562.45509,,,Susceptible
562.45528,,,Susceptible
562.45531,,Susceptible,
562.45539,Susceptible,,
562.45545,Susceptible,,
562.45553,,,Susceptible
562.45561,Susceptible,,
562.45571,Susceptible,,
562.45574,,Susceptible,
562.45578,Susceptible,,
562.4559,,Susceptible,
562.45598,,Resistant,
562.456,,Intermediate,Susceptible
562.45602,,Resistant,
562.4561,,,Susceptible
562.45621,,,Susceptible
562.45624,Susceptible,,
562.4563,,Resistant,
562.45632,Susceptible,,
562.45633,Susceptible,,
562.45637,Susceptible,,
562.45639,,Resistant,
562.45641,,Susceptible,
562.45644,,,Susceptible
562.45662,Susceptible,,
562.4567,,Susceptible,Susceptible
562.45671,,Resistant,
562.45673,,,Susceptible
562.45674,Susceptible,,
562.45675,,,Susceptible
562.45678,Resistant,,
562.45684,,Susceptible,
562.45685,,,Susceptible
562.45692,,,Susceptible
562.45694,Susceptible,,
562.45697,Susceptible,,
562.45698,Susceptible,,
562.45703,,,Susceptible
562.45709,,,Susceptible
562.45716,Susceptible,,
562.45726,,Susceptible,
562.45728,Susceptible,,
562.45731,,,Susceptible
562.45733,,Susceptible,
562.45737,,,Susceptible
562.45745,,,Susceptible
562.45747,Resistant,,
562.45759,,,Susceptible
562.45766,,Susceptible,
562.45769,,,Susceptible
562.45788,Susceptible,,
562.45792,Susceptible,,
562.45795,,Susceptible,
562.45804,Susceptible,,
562.45816,,,Susceptible
562.4582,Susceptible,,
562.45828,Susceptible,,
562.45829,,Susceptible,
562.45842,Susceptible,,
562.45843,Susceptible,,
562.45845,,Resistant,
562.45847,Resistant,,
562.45853,,Susceptible,
562.45856,,Resistant,
562.4586,,Resistant,
562.45887,,,Susceptible
562.45891,Resistant,,
562.45894,Resistant,,
562.45904,Resistant,,
562.45908,Resistant,,Susceptible
562.45909,,Resistant,
562.45918,Resistant,,
562.45919,,,Susceptible
562.45925,,Resistant,
562.45926,,,Resistant
562.4593,,,Susceptible
562.45939,,Susceptible,
562.45944,Susceptible,,
562.4596,Susceptible,,
562.45961,,,Susceptible
562.45965,,Resistant,
562.45973,,,Susceptible
562.45992,,Susceptible,
562.46008,,,Susceptible
562.46009,Resistant,,
562.46024,,,Susceptible
562.46031,Susceptible,,
562.46032,,Resistant,
562.4604,Susceptible,,
562.46047,Susceptible,,
562.46056,,,Resistant
562.46076,Resistant,,
562.46078,,,Susceptible
562.46082,,,Susceptible
562.46083,,Susceptible,
562.46087,,,Susceptible
562.46093,Resistant,,
562.461,,Susceptible,Susceptible
562.46102,Resistant,,
562.46111,,Susceptible,
562.46115,,,Susceptible
562.46116,,,Susceptible
562.46139,Susceptible,,
562.46148,,,Susceptible
562.46154,,,Susceptible
562.4616,,Susceptible,
562.46179,,Susceptible,
562.46188,,,Susceptible
562.46189,Susceptible,,
562.46208,,,Susceptible
562.46217,,,Susceptible
562.46226,Resistant,,
562.46231,Resistant,,
562.46233,Susceptible,,
562.46249,,Susceptible,
562.46273,Susceptible,,
562.46279,,Susceptible,
562.46281,Susceptible,,
562.46285,,,Susceptible
562.46289,,,Susceptible
562.46297,Susceptible,,
562.463,Susceptible,,
562.46304,,,Susceptible
562.4631,,,Susceptible
562.46312,,Susceptible,
562.46319,Susceptible,,
562.46326,Susceptible,,
562.46333,,Susceptible,
562.46342,Susceptible,Susceptible,
562.46346,,Susceptible,
562.46364,Susceptible,,
562.46371,,Susceptible,
562.46372,,,Susceptible
562.46373,Susceptible,,
562.46376,,Susceptible,
562.46394,,,Susceptible
562.46415,,,Susceptible
562.46424,,Susceptible,
562.4643,,,Susceptible
562.46441,Susceptible,,
562.46453,Susceptible,,
562.46462,Susceptible,,
562.46491,,,Susceptible
562.46496,,,Susceptible
562.46511,,Susceptible,
562.46518,,,Susceptible
562.46534,,,Susceptible
562.46584,,,Susceptible
562.46591,,Susceptible,
562.46593,Susceptible,,
562.46594,Susceptible,,
562.46596,,Susceptible,
562.46602,,Susceptible,
562.46604,,Susceptible,
562.46607,Susceptible,,
562.46612,,,Susceptible
562.46613,Susceptible,,
562.46614,,Susceptible,
562.46615,Susceptible,,
562.46624,,,Susceptible
562.46635,Susceptible,,
562.46642,,Susceptible,
562.46645,,Susceptible,
562.46651,,,Susceptible
562.46653,,,Susceptible
562.46664,,Susceptible,
562.46666,,Susceptible,
562.46675,,,Susceptible
562.46678,,,Susceptible
562.46683,Susceptible,,
562.46697,,,Susceptible
562.46709,,Resistant,
562.46711,,,Resistant
562.46712,,Susceptible,
562.46716,,,Susceptible
562.46719,Susceptible,,
562.4672,,Susceptible,
562.46726,Susceptible,,
562.46734,,Susceptible,
562.46741,Susceptible,,
562.46745,Susceptible,,
562.46747,,,Susceptible
562.46773,,,Susceptible
562.46783,,Susceptible,
562.46791,,Resistant,
562.46796,,Susceptible,Susceptible
562.46804,,,Susceptible
562.46808,,Resistant,
562.4682,,,Susceptible
562.46821,,Susceptible,
562.46825,,,Susceptible
562.4684,,,Susceptible
562.46845,,Susceptible,
562.46853,,Resistant,
562.46869,Susceptible,,
562.46901,,,Susceptible
562.46904,,Susceptible,
562.46908,Susceptible,,
562.46914,Susceptible,,
562.46918,,,Susceptible
562.46938,,,Susceptible
562.46943,Susceptible,,Susceptible
562.46944,,Susceptible,
562.46949,,,Susceptible
562.46955,,Susceptible,
562.4697,,Susceptible,
562.46978,Susceptible,,
562.46979,,Susceptible,
562.4703,Susceptible,,
562.47052,Susceptible,,
562.47056,,Susceptible,
562.47069,,Susceptible,
562.47084,Susceptible,,
562.47086,,Susceptible,
562.47106,,Susceptible,
562.47117,Susceptible,,
562.47119,Susceptible,,
562.47123,,,Susceptible
562.47127,,,Susceptible
562.47129,,,Susceptible
562.47148,Susceptible,,
562.4717,Susceptible,,
562.47174,,Resistant,
562.47186,Susceptible,,
562.47188,,Susceptible,Susceptible
562.47189,,,Susceptible
562.47191,,Susceptible,
562.47194,,,Susceptible
562.472,Susceptible,,
562.47205,Susceptible,,
562.4721,Susceptible,,
562.47223,Susceptible,,
562.4725,,,Susceptible
562.47251,,Susceptible,
562.47258,,Susceptible,Susceptible
562.47267,,Susceptible,
562.47285,,Susceptible,
562.47294,Susceptible,,
562.47306,,,Susceptible
562.47308,,,Susceptible
562.47321,,Susceptible,
562.47327,Susceptible,,
562.47334,Susceptible,,
562.47339,Susceptible,,
562.4734,,Susceptible,Susceptible
562.47364,,Susceptible,
562.47377,,Susceptible,
562.47383,Susceptible,,Susceptible
562.47389,,Susceptible,
562.4739,,,Susceptible
562.47398,,,Susceptible
562.47408,,,Susceptible
562.47411,,Susceptible,
562.47423,Susceptible,,
562.4743,,,Susceptible
562.47454,,,Susceptible
562.47462,Susceptible,,
562.47464,Susceptible,,
562.4747,,,Susceptible
562.47476,Susceptible,,
562.47477,,Susceptible,
562.47497,Susceptible,,
562.47514,,,Susceptible
562.47528,,,Susceptible
562.47529,,,Susceptible
562.47549,,Susceptible,
562.47555,,,Susceptible
562.47562,,Susceptible,
562.47564,,,Susceptible
562.47567,,Susceptible,
562.47573,,,Susceptible
562.4758,,Susceptible,
562.47581,,Susceptible,
562.476,Susceptible,,
562.47607,,,Susceptible
562.47624,,,Susceptible
562.47626,Susceptible,,
562.47633,,Susceptible,
562.47637,,,Susceptible
562.47642,,Susceptible,
562.47644,,,Susceptible
562.47655,Susceptible,,
562.47666,,,Susceptible
562.47696,,,Susceptible
562.47709,,,Susceptible
562.47725,Susceptible,Susceptible,
562.47732,,Resistant,
562.47735,,Resistant,
562.47742,Resistant,,
562.47743,,,Susceptible
562.47758,,,Susceptible
562.47759,Resistant,,
562.4776,,,Susceptible
562.47761,Resistant,,Susceptible
562.47772,,,Susceptible
562.47784,,,Susceptible
562.47795,,,Resistant
562.47796,,Resistant,
562.47799,Resistant,,
562.47822,,,Susceptible
